ID,Lifestage,Weight_g,Standardised_day,Group,Error,Temperature,Location,Latitude,LabField,Species,Food_availability,Food_notes,ReferenceDOI,ReferenceID,Notes,Consecutive_timescale_all,Consecutive_timescale_field,Consecutive_timescale_lab,Temp_consec_time
30,Smolt,115.53269,89,3,,8,Norway,,Lab,Atlantic Salmon,Unlimited,,10.1016/S0044-8486(98)00356-1,10,,13711,,3107,1042
30,Smolt,138.63286,115,3,,8,Norway,,Lab,Atlantic Salmon,Unlimited,,10.1016/S0044-8486(98)00356-1,10,,13826,,3222,1157
31,Smolt,53.345753,0,4,,4,Norway,,Lab,Atlantic Salmon,Unlimited,,10.1016/S0044-8486(98)00356-1,10,,13574,,2970,905
31,Smolt,62.473705,48,4,,4,Norway,,Lab,Atlantic Salmon,Unlimited,,10.1016/S0044-8486(98)00356-1,10,,13622,,3018,953
31,Smolt,79.26013,89,4,,4,Norway,,Lab,Atlantic Salmon,Unlimited,,10.1016/S0044-8486(98)00356-1,10,,13711,,3107,1042
31,Smolt,88.995636,115,4,,4,Norway,,Lab,Atlantic Salmon,Unlimited,,10.1016/S0044-8486(98)00356-1,10,,13826,,3222,1157
32,Smolt,50.619034,0,5,,8,Norway,,Lab,Atlantic Salmon,Unlimited,,10.1016/S0044-8486(98)00356-1,10,,13574,,2970,905
32,Smolt,63.290806,48,5,,8,Norway,,Lab,Atlantic Salmon,Unlimited,,10.1016/S0044-8486(98)00356-1,10,,13622,,3018,953
32,Smolt,105.44183,89,5,,8,Norway,,Lab,Atlantic Salmon,Unlimited,,10.1016/S0044-8486(98)00356-1,10,,13711,,3107,1042
32,Smolt,132.35962,115,5,,8,Norway,,Lab,Atlantic Salmon,Unlimited,,10.1016/S0044-8486(98)00356-1,10,,13826,,3222,1157
33,Smolt,50.073044,0,6,,4,Norway,,Lab,Atlantic Salmon,Unlimited,,10.1016/S0044-8486(98)00356-1,10,,13574,,2970,905
33,Smolt,61.109535,48,6,,4,Norway,,Lab,Atlantic Salmon,Unlimited,,10.1016/S0044-8486(98)00356-1,10,,13622,,3018,953
33,Smolt,73.533424,89,6,,4,Norway,,Lab,Atlantic Salmon,Unlimited,,10.1016/S0044-8486(98)00356-1,10,,13711,,3107,1042
33,Smolt,76.99569,115,6,,4,Norway,,Lab,Atlantic Salmon,Unlimited,,10.1016/S0044-8486(98)00356-1,10,,13826,,3222,1157
34,Alevin,0.08240845,0,2,,,Norway,,Lab,Rainbow Trout,Unlimited,Without maca,10.1111/j.1365-2109.2004.01022.x,11,,0,,0,
34,Alevin,0.17057663,14,2,,,Norway,,Lab,Rainbow Trout,Unlimited,,10.1111/j.1365-2109.2004.01022.x,11,,14,,14,
34,Alevin,0.44959128,27,2,,,Norway,,Lab,Rainbow Trout,Unlimited,,10.1111/j.1365-2109.2004.01022.x,11,,27,,27,
34,Alevin,0.70169026,41,2,,,Norway,,Lab,Rainbow Trout,Unlimited,,10.1111/j.1365-2109.2004.01022.x,11,,41,,41,
34,Alevin,1.2263795,56,2,,,Norway,,Lab,Rainbow Trout,Unlimited,,10.1111/j.1365-2109.2004.01022.x,11,,56,,56,
34,Alevin,1.6963514,70,2,,,Norway,,Lab,Rainbow Trout,Unlimited,,10.1111/j.1365-2109.2004.01022.x,11,,70,,70,
34,Alevin,2.3571699,84,2,,,Norway,,Lab,Rainbow Trout,Unlimited,,10.1111/j.1365-2109.2004.01022.x,11,,84,,84,
34,Alevin,3.2120466,105,2,,,Norway,,Lab,Rainbow Trout,Unlimited,,10.1111/j.1365-2109.2004.01022.x,11,,105,,105,
35,PostSmolt,73,0,,,10,,,Lab,Atlantic Salmon,Unlimited,excess (3% of body weight day−1),10.1046/j.1365-2109.2001.00632.x,12,,,,,1157
35,PostSmolt,114,28,,,10,,,Lab,Atlantic Salmon,Unlimited,excess (3% of body weight day−1),10.1046/j.1365-2109.2001.00632.x,12,,,,,1185
35,PostSmolt,170,56,,,10,,,Lab,Atlantic Salmon,Unlimited,excess (3% of body weight day−1),10.1046/j.1365-2109.2001.00632.x,12,,,,,1241
36,PostSmolt,73,0,,,10,,,Lab,Atlantic Salmon,Limited,half the feed ration predicted to support high growth rates,10.1046/j.1365-2109.2001.00632.x,12,,,,,1157
36,PostSmolt,103,28,,,10,,,Lab,Atlantic Salmon,Limited,half the feed ration predicted to support high growth rates,10.1046/j.1365-2109.2001.00632.x,12,,,,,1185
36,PostSmolt,135,56,,,10,,,Lab,Atlantic Salmon,Limited,half the feed ration predicted to support high growth rates,10.1046/j.1365-2109.2001.00632.x,12,,,,,1241
